[2026-09-03T10:54:58.046Z INFO  gresse::http_server] running CRDT HTTP server
[2026-09-03T10:54:58.047Z INFO  gresse::http_server] listening for HTTP on 0.0.0.0:18080
[2026-09-03T10:54:58.072Z INFO  gresse::replica] replica 178842684426432113 initiating runtime at bind_http=0.0.0.0:18080 bind_internal=0.0.0.0:19080 advertised_internal=13.38.47.15:19080
[2026-09-03T10:54:58.208Z INFO  gresse::object_storage] object storage connection established: backend=s3, bucket=gresse-geo-035351467464-20260903085118-6fb999, region=eu-north-1, endpoint=AWS default endpoint resolution, first_operation=put-create, object_path=acm-sec-geo-churn-20260903T091329Z-d96b4f84/membership/178842684426432113,13.38.47.15:19080,0
[2026-09-03T10:54:59.557Z INFO  gresse::replica] replica 178842684426432113 discovered 304 membership descriptors during init
[2026-09-03T10:54:59.558Z INFO  gresse::replica] replica 178842684426432113 startup completed
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842683849154810, address: 13.53.121.51:19080, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842683849155813, address: 13.53.121.51:19081, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842683849156813, address: 13.53.121.51:19082, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842683849157813, address: 13.53.121.51:19083, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842683849158812, address: 13.53.121.51:19084, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842683956181211, address: 52.59.198.67:19080, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842683956182210, address: 52.59.198.67:19081, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842683956183213, address: 52.59.198.67:19082, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 registered bidirectional network channel for replica 178842684286995611
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842683956184213, address: 52.59.198.67:19083, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 registered bidirectional network channel for replica 178842683956181211
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842683956185213, address: 52.59.198.67:19084, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842684114090212, address: 34.246.191.174:19080, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842684114091211, address: 34.246.191.174:19081, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842684114092210, address: 34.246.191.174:19082, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842684114093213, address: 34.246.191.174:19083, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842684114094213, address: 34.246.191.174:19084, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842684286993613, address: 35.179.101.242:19080, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842684286994612, address: 35.179.101.242:19081, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842684286996610, address: 35.179.101.242:19083, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842684286997613, address: 35.179.101.242:19084, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842684426434112, address: 13.38.47.15:19082, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842684426435111, address: 13.38.47.15:19083, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::network] replica 178842684426432113 discovered network member NetworkMember { pid: 178842684426436110, address: 13.38.47.15:19084, final_counter: None }
[2026-09-03T10:54:59.558Z INFO  gresse::replica] replica 178842684426432113 established peer replication connection with replica 178842684286995611
[2026-09-03T10:54:59.558Z INFO  gresse::replica] replica 178842684426432113 established peer replication connection with replica 178842683956181211
[2026-09-03T10:54:59.558Z WARN  gresse::network] replica 178842684426432113 peer connection attempt failed: could not connect to 13.38.47.15:19084: Connection refused (os error 111)
[2026-09-03T10:54:59.558Z WARN  gresse::network] replica 178842684426432113 peer connection attempt failed: could not connect to 13.38.47.15:19082: Connection refused (os error 111)
[2026-09-03T10:54:59.558Z WARN  gresse::network] replica 178842684426432113 peer connection attempt failed: could not connect to 13.38.47.15:19083: Connection refused (os error 111)
[2026-09-03T10:54:59.565Z INFO  gresse::network] replica 178842684426432113 registered bidirectional network channel for replica 178842684114092210
[2026-09-03T10:54:59.565Z INFO  gresse::replica] replica 178842684426432113 established peer replication connection with replica 178842684114092210
[2026-09-03T10:54:59.574Z INFO  gresse::network] replica 178842684426432113 registered bidirectional network channel for replica 178842684286996610
[2026-09-03T10:54:59.574Z INFO  gresse::replica] replica 178842684426432113 established peer replication connection with replica 178842684286996610
[2026-09-03T10:54:59.574Z INFO  gresse::network] replica 178842684426432113 registered bidirectional network channel for replica 178842683956183213
[2026-09-03T10:54:59.574Z INFO  gresse::network] replica 178842684426432113 registered bidirectional network channel for replica 178842683956184213
[2026-09-03T10:54:59.574Z INFO  gresse::replica] replica 178842684426432113 established peer replication connection with replica 178842683956183213
[2026-09-03T10:54:59.574Z INFO  gresse::replica] replica 178842684426432113 established peer replication connection with replica 178842683956184213
[2026-09-03T10:54:59.574Z INFO  gresse::network] replica 178842684426432113 registered bidirectional network channel for replica 178842684286993613
[2026-09-03T10:54:59.574Z INFO  gresse::replica] replica 178842684426432113 established peer replication connection with replica 178842684286993613
[2026-09-03T10:54:59.575Z INFO  gresse::network] replica 178842684426432113 registered bidirectional network channel for replica 178842683956185213
[2026-09-03T10:54:59.575Z INFO  gresse::network] replica 178842684426432113 registered bidirectional network channel for replica 178842683956182210
[2026-09-03T10:54:59.575Z INFO  gresse::replica] replica 178842684426432113 established peer replication connection with replica 178842683956185213
[2026-09-03T10:54:59.575Z INFO  gresse::replica] replica 178842684426432113 established peer replication connection with replica 178842683956182210
[2026-09-03T10:54:59.576Z INFO  gresse::network] replica 178842684426432113 registered bidirectional network channel for replica 178842684286994612
[2026-09-03T10:54:59.576Z INFO  gresse::replica] replica 178842684426432113 established peer replication connection with replica 178842684286994612
[2026-09-03T10:54:59.592Z INFO  gresse::network] replica 178842684426432113 registered bidirectional network channel for replica 178842684114091211
[2026-09-03T10:54:59.592Z INFO  gresse::replica] replica 178842684426432113 established peer replication connection with replica 178842684114091211
[2026-09-03T10:54:59.592Z INFO  gresse::network] replica 178842684426432113 registered bidirectional network channel for replica 178842684114094213
[2026-09-03T10:54:59.592Z INFO  gresse::replica] replica 178842684426432113 established peer replication connection with replica 178842684114094213
[2026-09-03T10:54:59.593Z INFO  gresse::network] replica 178842684426432113 registered bidirectional network channel for replica 178842684114093213
[2026-09-03T10:54:59.593Z INFO  gresse::replica] replica 178842684426432113 established peer replication connection with replica 178842684114093213
[2026-09-03T10:54:59.593Z INFO  gresse::network] replica 178842684426432113 registered bidirectional network channel for replica 178842684114090212
