[2026-09-03T09:52:58.084Z INFO  gresse::http_server] running CRDT HTTP server
[2026-09-03T09:52:58.085Z INFO  gresse::http_server] listening for HTTP on 0.0.0.0:18080
[2026-09-03T09:52:58.113Z INFO  gresse::replica] replica 178842684114090206 initiating runtime at bind_http=0.0.0.0:18080 bind_internal=0.0.0.0:19080 advertised_internal=34.246.191.174:19080
[2026-09-03T09:52:58.275Z INFO  gresse::object_storage] object storage connection established: backend=s3, bucket=gresse-geo-035351467464-20260903085118-6fb999, region=eu-north-1, endpoint=AWS default endpoint resolution, first_operation=put-create, object_path=acm-sec-geo-churn-20260903T091329Z-d96b4f84/membership/178842684114090206,34.246.191.174:19080,0
[2026-09-03T09:52:59.355Z INFO  gresse::replica] replica 178842684114090206 discovered 163 membership descriptors during init
[2026-09-03T09:52:59.355Z INFO  gresse::replica] replica 178842684114090206 startup completed
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 discovered network member NetworkMember { pid: 178842683849154804, address: 13.53.121.51:19080, final_counter: None }
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 discovered network member NetworkMember { pid: 178842683849155803, address: 13.53.121.51:19081, final_counter: None }
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 discovered network member NetworkMember { pid: 178842683849156806, address: 13.53.121.51:19082, final_counter: None }
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 discovered network member NetworkMember { pid: 178842683849157806, address: 13.53.121.51:19083, final_counter: None }
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 registered bidirectional network channel for replica 178842683849155803
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 discovered network member NetworkMember { pid: 178842683849158806, address: 13.53.121.51:19084, final_counter: None }
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 discovered network member NetworkMember { pid: 178842683956181205, address: 52.59.198.67:19080, final_counter: None }
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 discovered network member NetworkMember { pid: 178842683956182204, address: 52.59.198.67:19081, final_counter: None }
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 discovered network member NetworkMember { pid: 178842683956183203, address: 52.59.198.67:19082, final_counter: None }
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 discovered network member NetworkMember { pid: 178842683956184206, address: 52.59.198.67:19083, final_counter: None }
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 discovered network member NetworkMember { pid: 178842684114091205, address: 34.246.191.174:19081, final_counter: None }
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 discovered network member NetworkMember { pid: 178842684114092204, address: 34.246.191.174:19082, final_counter: None }
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 discovered network member NetworkMember { pid: 178842684114093203, address: 34.246.191.174:19083, final_counter: None }
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 discovered network member NetworkMember { pid: 178842684114094202, address: 34.246.191.174:19084, final_counter: None }
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 registered bidirectional network channel for replica 178842684286996604
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 discovered network member NetworkMember { pid: 178842684286993605, address: 35.179.101.242:19080, final_counter: None }
[2026-09-03T09:52:59.355Z INFO  gresse::network] replica 178842684114090206 discovered network member NetworkMember { pid: 178842684286994605, address: 35.179.101.242:19081, final_counter: None }
