[2026-09-02T14:13:35.221Z INFO  gresse::http_server] running CRDT HTTP server
[2026-09-02T14:13:35.222Z INFO  gresse::http_server] listening for HTTP on 0.0.0.0:18084
[2026-09-02T14:13:35.249Z INFO  gresse::replica] replica 178835836374681601 initiating runtime at bind_http=0.0.0.0:18084 bind_internal=0.0.0.0:19084 advertised_internal=13.38.27.31:19084
[2026-09-02T14:13:35.373Z INFO  gresse::object_storage] object storage connection established: backend=s3, bucket=gresse-geo-035351467464-20260902122609-1c973c, region=eu-north-1, endpoint=AWS default endpoint resolution, first_operation=get, object_path=acm-sec-geo-churn-20260902T141220Z-2ff0c4b6/persistent.json
[2026-09-02T14:13:35.435Z INFO  gresse::replica] replica 178835836374681601 discovered 25 membership descriptors during init
[2026-09-02T14:13:35.435Z INFO  gresse::replica] replica 178835836374681601 startup completed
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836089857601, address: 13.48.31.196:19080, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836089858601, address: 13.48.31.196:19081, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836089859601, address: 13.48.31.196:19082, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836089860601, address: 13.48.31.196:19083, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836089861601, address: 13.48.31.196:19084, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836128988901, address: 3.71.184.22:19080, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836128989901, address: 3.71.184.22:19081, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836128990901, address: 3.71.184.22:19082, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836128991901, address: 3.71.184.22:19083, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836128992901, address: 3.71.184.22:19084, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836195159501, address: 63.33.67.241:19080, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836195160501, address: 63.33.67.241:19081, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836195161501, address: 63.33.67.241:19082, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836195162501, address: 63.33.67.241:19083, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836195163501, address: 63.33.67.241:19084, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836297159901, address: 18.169.194.24:19080, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836297160901, address: 18.169.194.24:19081, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836297161901, address: 18.169.194.24:19082, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836297162901, address: 18.169.194.24:19083, final_counter: None }
[2026-09-02T14:13:35.435Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836297163901, address: 18.169.194.24:19084, final_counter: None }
[2026-09-02T14:13:35.436Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836374677601, address: 13.38.27.31:19080, final_counter: None }
[2026-09-02T14:13:35.436Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836374678601, address: 13.38.27.31:19081, final_counter: None }
[2026-09-02T14:13:35.436Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836374679601, address: 13.38.27.31:19082, final_counter: None }
[2026-09-02T14:13:35.436Z INFO  gresse::network] replica 178835836374681601 discovered network member NetworkMember { pid: 178835836374680601, address: 13.38.27.31:19083, final_counter: None }
[2026-09-02T14:13:35.436Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836374678601
[2026-09-02T14:13:35.436Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836374678601
[2026-09-02T14:13:35.436Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836374680601
[2026-09-02T14:13:35.436Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836374680601
[2026-09-02T14:13:35.436Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836374677601
[2026-09-02T14:13:35.436Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836374677601
[2026-09-02T14:13:35.437Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836374679601
[2026-09-02T14:13:35.437Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836374679601
[2026-09-02T14:13:35.449Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836297161901
[2026-09-02T14:13:35.450Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836297160901
[2026-09-02T14:13:35.450Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836297161901
[2026-09-02T14:13:35.450Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836297160901
[2026-09-02T14:13:35.450Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836297163901
[2026-09-02T14:13:35.450Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836297163901
[2026-09-02T14:13:35.451Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836128992901
[2026-09-02T14:13:35.451Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836128992901
[2026-09-02T14:13:35.451Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836128989901
[2026-09-02T14:13:35.451Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836128989901
[2026-09-02T14:13:35.451Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836128988901
[2026-09-02T14:13:35.451Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836128988901
[2026-09-02T14:13:35.451Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836128990901
[2026-09-02T14:13:35.451Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836128990901
[2026-09-02T14:13:35.452Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836297162901
[2026-09-02T14:13:35.452Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836297162901
[2026-09-02T14:13:35.452Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836297159901
[2026-09-02T14:13:35.452Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836128991901
[2026-09-02T14:13:35.452Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836297159901
[2026-09-02T14:13:35.452Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836128991901
[2026-09-02T14:13:35.470Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836195162501
[2026-09-02T14:13:35.470Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836195162501
[2026-09-02T14:13:35.470Z INFO  gresse::network] replica 178835836374681601 registered bidirectional network channel for replica 178835836195159501
[2026-09-02T14:13:35.470Z INFO  gresse::replica] replica 178835836374681601 established peer replication connection with replica 178835836195159501
