[2026-09-03T10:12:58.017Z INFO  gresse::http_server] running CRDT HTTP server
[2026-09-03T10:12:58.018Z INFO  gresse::http_server] listening for HTTP on 0.0.0.0:18083
[2026-09-03T10:12:58.053Z INFO  gresse::replica] replica 178842684286996608 initiating runtime at bind_http=0.0.0.0:18083 bind_internal=0.0.0.0:19083 advertised_internal=35.179.101.242:19083
[2026-09-03T10:12:58.206Z INFO  gresse::object_storage] object storage connection established: backend=s3, bucket=gresse-geo-035351467464-20260903085118-6fb999, region=eu-north-1, endpoint=AWS default endpoint resolution, first_operation=put-create, object_path=acm-sec-geo-churn-20260903T091329Z-d96b4f84/membership/178842684286996608,35.179.101.242:19083,0
[2026-09-03T10:12:59.578Z INFO  gresse::replica] replica 178842684286996608 discovered 175 membership descriptors during init
[2026-09-03T10:12:59.578Z INFO  gresse::replica] replica 178842684286996608 startup completed
[2026-09-03T10:12:59.578Z INFO  gresse::network] replica 178842684286996608 discovered network member NetworkMember { pid: 178842683849154808, address: 13.53.121.51:19080, final_counter: None }
[2026-09-03T10:12:59.578Z INFO  gresse::network] replica 178842684286996608 registered bidirectional network channel for replica 178842683956185207
[2026-09-03T10:12:59.578Z INFO  gresse::network] replica 178842684286996608 discovered network member NetworkMember { pid: 178842683849155808, address: 13.53.121.51:19081, final_counter: None }
[2026-09-03T10:12:59.578Z INFO  gresse::network] replica 178842684286996608 discovered network member NetworkMember { pid: 178842683849156808, address: 13.53.121.51:19082, final_counter: None }
[2026-09-03T10:12:59.578Z INFO  gresse::network] replica 178842684286996608 discovered network member NetworkMember { pid: 178842683849157807, address: 13.53.121.51:19083, final_counter: None }
[2026-09-03T10:12:59.578Z INFO  gresse::network] replica 178842684286996608 discovered network member NetworkMember { pid: 178842683849158806, address: 13.53.121.51:19084, final_counter: None }
[2026-09-03T10:12:59.578Z INFO  gresse::network] replica 178842684286996608 discovered network member NetworkMember { pid: 178842683956181205, address: 52.59.198.67:19080, final_counter: None }
[2026-09-03T10:12:59.578Z INFO  gresse::network] replica 178842684286996608 discovered network member NetworkMember { pid: 178842683956182208, address: 52.59.198.67:19081, final_counter: None }
[2026-09-03T10:12:59.578Z INFO  gresse::network] replica 178842684286996608 discovered network member NetworkMember { pid: 178842683956183208, address: 52.59.198.67:19082, final_counter: None }
[2026-09-03T10:12:59.578Z INFO  gresse::network] replica 178842684286996608 registered bidirectional network channel for replica 178842683849157807
