[2026-09-03T10:58:58.913Z INFO  gresse::http_server] running CRDT HTTP server
[2026-09-03T10:58:58.914Z INFO  gresse::http_server] listening for HTTP on 0.0.0.0:18081
[2026-09-03T10:58:58.943Z INFO  gresse::replica] replica 178842684114091211 initiating runtime at bind_http=0.0.0.0:18081 bind_internal=0.0.0.0:19081 advertised_internal=34.246.191.174:19081
[2026-09-03T10:58:59.106Z INFO  gresse::object_storage] object storage connection established: backend=s3, bucket=gresse-geo-035351467464-20260903085118-6fb999, region=eu-north-1, endpoint=AWS default endpoint resolution, first_operation=put-create, object_path=acm-sec-geo-churn-20260903T091329Z-d96b4f84/membership/178842684114091211,34.246.191.174:19081,60
[2026-09-03T10:58:59.208Z INFO  gresse::replica] replica 178842684114091211 restored local state from durability journal before startup
[2026-09-03T10:58:59.208Z INFO  gresse::replica] replica 178842684114091211 discovered 96 membership descriptors during init
[2026-09-03T10:58:59.208Z INFO  gresse::replica] replica 178842684114091211 startup completed
[2026-09-03T10:58:59.208Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842683849154810, address: 13.53.121.51:19080, final_counter: None }
[2026-09-03T10:58:59.208Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842683849155813, address: 13.53.121.51:19081, final_counter: None }
[2026-09-03T10:58:59.208Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842683849156813, address: 13.53.121.51:19082, final_counter: None }
[2026-09-03T10:58:59.208Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842683849157813, address: 13.53.121.51:19083, final_counter: None }
[2026-09-03T10:58:59.208Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842683849158812, address: 13.53.121.51:19084, final_counter: None }
[2026-09-03T10:58:59.208Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842683956181211, address: 52.59.198.67:19080, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842683956182214, address: 52.59.198.67:19081, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842683956185213, address: 52.59.198.67:19084, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842684114090212, address: 34.246.191.174:19080, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842684114092210, address: 34.246.191.174:19082, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842684114093213, address: 34.246.191.174:19083, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842684114094213, address: 34.246.191.174:19084, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842684286993613, address: 35.179.101.242:19080, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842684286994612, address: 35.179.101.242:19081, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842684286995611, address: 35.179.101.242:19082, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842684286996610, address: 35.179.101.242:19083, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842684286997613, address: 35.179.101.242:19084, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842684426432113, address: 13.38.47.15:19080, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842684426433113, address: 13.38.47.15:19081, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842684426434112, address: 13.38.47.15:19082, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842684426435111, address: 13.38.47.15:19083, final_counter: None }
[2026-09-03T10:58:59.209Z INFO  gresse::network] replica 178842684114091211 discovered network member NetworkMember { pid: 178842684426436110, address: 13.38.47.15:19084, final_counter: None }
[2026-09-03T10:58:59.210Z INFO  gresse::network] replica 178842684114091211 registered bidirectional network channel for replica 178842684114094213
[2026-09-03T10:58:59.210Z INFO  gresse::replica] replica 178842684114091211 established peer replication connection with replica 178842684114094213
[2026-09-03T10:58:59.210Z INFO  gresse::network] replica 178842684114091211 registered bidirectional network channel for replica 178842684114092210
[2026-09-03T10:58:59.210Z INFO  gresse::replica] replica 178842684114091211 established peer replication connection with replica 178842684114092210
[2026-09-03T10:58:59.210Z INFO  gresse::network] replica 178842684114091211 registered bidirectional network channel for replica 178842684114093213
[2026-09-03T10:58:59.210Z INFO  gresse::replica] replica 178842684114091211 established peer replication connection with replica 178842684114093213
[2026-09-03T10:58:59.210Z INFO  gresse::network] replica 178842684114091211 registered bidirectional network channel for replica 178842684114090212
[2026-09-03T10:58:59.210Z INFO  gresse::replica] replica 178842684114091211 established peer replication connection with replica 178842684114090212
[2026-09-03T10:58:59.228Z INFO  gresse::network] replica 178842684114091211 registered bidirectional network channel for replica 178842684286997613
[2026-09-03T10:58:59.228Z INFO  gresse::replica] replica 178842684114091211 established peer replication connection with replica 178842684286997613
[2026-09-03T10:58:59.228Z INFO  gresse::network] replica 178842684114091211 registered bidirectional network channel for replica 178842684286995611
[2026-09-03T10:58:59.228Z INFO  gresse::network] replica 178842684114091211 registered bidirectional network channel for replica 178842684286996610
[2026-09-03T10:58:59.228Z INFO  gresse::replica] replica 178842684114091211 established peer replication connection with replica 178842684286995611
[2026-09-03T10:58:59.228Z INFO  gresse::replica] replica 178842684114091211 established peer replication connection with replica 178842684286996610
[2026-09-03T10:58:59.228Z INFO  gresse::network] replica 178842684114091211 registered bidirectional network channel for replica 178842684286993613
[2026-09-03T10:58:59.228Z INFO  gresse::replica] replica 178842684114091211 established peer replication connection with replica 178842684286993613
