[2026-09-02T15:07:36.909Z INFO  gresse::http_server] running CRDT HTTP server
[2026-09-02T15:07:36.910Z INFO  gresse::http_server] listening for HTTP on 0.0.0.0:18081
[2026-09-02T15:07:36.944Z INFO  gresse::replica] replica 178835836195160505 initiating runtime at bind_http=0.0.0.0:18081 bind_internal=0.0.0.0:19081 advertised_internal=63.33.67.241:19081
[2026-09-02T15:07:37.108Z INFO  gresse::object_storage] object storage connection established: backend=s3, bucket=gresse-geo-035351467464-20260902122609-1c973c, region=eu-north-1, endpoint=AWS default endpoint resolution, first_operation=put-create, object_path=acm-sec-geo-churn-20260902T141220Z-2ff0c4b6/membership/178835836195160505,63.33.67.241:19081,27
[2026-09-02T15:07:37.271Z INFO  gresse::replica] replica 178835836195160505 restored local state from durability journal before startup
[2026-09-02T15:07:37.271Z INFO  gresse::replica] replica 178835836195160505 discovered 279 membership descriptors during init
[2026-09-02T15:07:37.271Z INFO  gresse::replica] replica 178835836195160505 startup completed
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836089857608, address: 13.48.31.196:19080, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836089858608, address: 13.48.31.196:19081, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836089859608, address: 13.48.31.196:19082, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836089860607, address: 13.48.31.196:19083, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836089861606, address: 13.48.31.196:19084, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836128988905, address: 3.71.184.22:19080, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836128989908, address: 3.71.184.22:19081, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836128990908, address: 3.71.184.22:19082, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836128991908, address: 3.71.184.22:19083, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836128992907, address: 3.71.184.22:19084, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836195159506, address: 63.33.67.241:19080, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836195161504, address: 63.33.67.241:19082, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836195162507, address: 63.33.67.241:19083, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836195163507, address: 63.33.67.241:19084, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836297159907, address: 18.169.194.24:19080, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836297160906, address: 18.169.194.24:19081, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836297161905, address: 18.169.194.24:19082, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836297162904, address: 18.169.194.24:19083, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836297163907, address: 18.169.194.24:19084, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836374677607, address: 13.38.27.31:19080, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836374678607, address: 13.38.27.31:19081, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836374679606, address: 13.38.27.31:19082, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836374680605, address: 13.38.27.31:19083, final_counter: None }
[2026-09-02T15:07:37.271Z INFO  gresse::network] replica 178835836195160505 discovered network member NetworkMember { pid: 178835836374681604, address: 13.38.27.31:19084, final_counter: None }
[2026-09-02T15:07:37.272Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836195159506
[2026-09-02T15:07:37.272Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836195159506
[2026-09-02T15:07:37.272Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836195162507
[2026-09-02T15:07:37.272Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836195162507
[2026-09-02T15:07:37.272Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836195161504
[2026-09-02T15:07:37.272Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836195161504
[2026-09-02T15:07:37.272Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836195163507
[2026-09-02T15:07:37.272Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836195163507
[2026-09-02T15:07:37.290Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836297163907
[2026-09-02T15:07:37.290Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836297161905
[2026-09-02T15:07:37.290Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836297163907
[2026-09-02T15:07:37.290Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836297159907
[2026-09-02T15:07:37.290Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836297162904
[2026-09-02T15:07:37.290Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836297161905
[2026-09-02T15:07:37.290Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836297159907
[2026-09-02T15:07:37.290Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836297162904
[2026-09-02T15:07:37.290Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836297160906
[2026-09-02T15:07:37.290Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836297160906
[2026-09-02T15:07:37.291Z WARN  gresse::network] replica 178835836195160505 peer connection attempt failed: could not connect to 3.71.184.22:19084: Connection refused (os error 111)
[2026-09-02T15:07:37.306Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836374677607
[2026-09-02T15:07:37.306Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836374677607
[2026-09-02T15:07:37.306Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836374678607
[2026-09-02T15:07:37.306Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836374680605
[2026-09-02T15:07:37.306Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836374678607
[2026-09-02T15:07:37.306Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836374679606
[2026-09-02T15:07:37.306Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836374680605
[2026-09-02T15:07:37.306Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836374679606
[2026-09-02T15:07:37.306Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836374681604
[2026-09-02T15:07:37.306Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836374681604
[2026-09-02T15:07:37.310Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836128989908
[2026-09-02T15:07:37.310Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836128990908
[2026-09-02T15:07:37.310Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836128989908
[2026-09-02T15:07:37.310Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836128990908
[2026-09-02T15:07:37.311Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836128988905
[2026-09-02T15:07:37.311Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836128988905
[2026-09-02T15:07:37.356Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836089858608
[2026-09-02T15:07:37.356Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836089858608
[2026-09-02T15:07:37.356Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836089857608
[2026-09-02T15:07:37.356Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836089859608
[2026-09-02T15:07:37.356Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836089857608
[2026-09-02T15:07:37.356Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836089859608
[2026-09-02T15:07:37.356Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836089861606
[2026-09-02T15:07:37.356Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836089861606
[2026-09-02T15:07:37.356Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836089860607
[2026-09-02T15:07:37.356Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836089860607
[2026-09-02T15:07:38.114Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836128991908
[2026-09-02T15:07:38.114Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836128991908
[2026-09-02T15:07:39.910Z INFO  gresse::network] replica 178835836195160505 registered bidirectional network channel for replica 178835836128992907
[2026-09-02T15:07:39.910Z INFO  gresse::replica] replica 178835836195160505 established peer replication connection with replica 178835836128992907
[2026-09-02T15:07:42.059Z INFO  gresse::replica] replica 178835836195160505 observed shutdown descriptor for replica 178835836128989904 with final counter Some(3914)
[2026-09-02T15:07:42.719Z INFO  gresse::replica] replica 178835836195160505 observed shutdown descriptor for replica 178835836128990907 with final counter Some(872)
[2026-09-02T15:07:43.209Z INFO  gresse::replica] replica 178835836195160505 observed shutdown descriptor for replica 178835836128991907 with final counter Some(868)
[2026-09-02T15:07:45.272Z WARN  gresse::network] peer connection write failed: Broken pipe (os error 32)
[2026-09-02T15:07:52.272Z WARN  gresse::network] peer connection write failed: Broken pipe (os error 32)
[2026-09-02T15:07:53.272Z WARN  gresse::network] peer connection write failed: Broken pipe (os error 32)
[2026-09-02T15:07:54.273Z WARN  gresse::network] peer connection write failed: Broken pipe (os error 32)
[2026-09-02T15:07:57.272Z WARN  gresse::network] peer connection write failed: Broken pipe (os error 32)
[2026-09-02T15:07:59.272Z WARN  gresse::network] peer connection write failed: Broken pipe (os error 32)
[2026-09-02T15:08:01.272Z WARN  gresse::replica] replica 178835836195160505 deferred pull request to peer 178835836089861606: channel closed
[2026-09-02T15:08:05.272Z WARN  gresse::network] peer connection write failed: Broken pipe (os error 32)
[2026-09-02T15:08:07.273Z WARN  gresse::network] peer connection write failed: Broken pipe (os error 32)
[2026-09-02T15:08:08.272Z WARN  gresse::replica] replica 178835836195160505 deferred pull request to peer 178835836089859608: channel closed
[2026-09-02T15:08:09.273Z WARN  gresse::network] peer connection write failed: Broken pipe (os error 32)
[2026-09-02T15:08:11.272Z WARN  gresse::replica] replica 178835836195160505 deferred pull request to peer 178835836297161905: channel closed
