[2026-09-01T09:55:42.433Z INFO  gresse::http_server] running CRDT HTTP server
[2026-09-01T09:55:42.434Z INFO  gresse::http_server] listening for HTTP on 0.0.0.0:18084
[2026-09-01T09:55:42.461Z INFO  gresse::replica] replica 178825480714267205 initiating runtime at bind_http=0.0.0.0:18084 bind_internal=0.0.0.0:19084 advertised_internal=16.170.108.158:19084
[2026-09-01T09:55:42.502Z INFO  gresse::object_storage] object storage connection established: backend=s3, bucket=gresse-geo-035351467464-20260901084800-ec90d0, region=eu-north-1, endpoint=AWS default endpoint resolution, first_operation=get, object_path=acm-sec-geo-churn-20260901T092623Z-21106dd4/persistent.json
[2026-09-01T09:55:42.797Z INFO  gresse::replica] replica 178825480714267205 discovered 116 membership descriptors during init
[2026-09-01T09:55:42.797Z INFO  gresse::replica] replica 178825480714267205 startup completed
[2026-09-01T09:55:42.797Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480714263205, address: 16.170.108.158:19080, final_counter: None }
[2026-09-01T09:55:42.797Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480714264205, address: 16.170.108.158:19081, final_counter: None }
[2026-09-01T09:55:42.797Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480714265205, address: 16.170.108.158:19082, final_counter: None }
[2026-09-01T09:55:42.797Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480714266205, address: 16.170.108.158:19083, final_counter: None }
[2026-09-01T09:55:42.797Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480759179605, address: 3.68.220.182:19080, final_counter: None }
[2026-09-01T09:55:42.797Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480759180604, address: 3.68.220.182:19081, final_counter: None }
[2026-09-01T09:55:42.797Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480759181604, address: 3.68.220.182:19082, final_counter: None }
[2026-09-01T09:55:42.797Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480759182604, address: 3.68.220.182:19083, final_counter: None }
[2026-09-01T09:55:42.797Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480759183604, address: 3.68.220.182:19084, final_counter: None }
[2026-09-01T09:55:42.797Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480843462704, address: 34.245.195.69:19080, final_counter: None }
[2026-09-01T09:55:42.797Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480843463704, address: 34.245.195.69:19081, final_counter: None }
[2026-09-01T09:55:42.797Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480843464704, address: 34.245.195.69:19082, final_counter: None }
[2026-09-01T09:55:42.797Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480843465704, address: 34.245.195.69:19083, final_counter: None }
[2026-09-01T09:55:42.798Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480843466704, address: 34.245.195.69:19084, final_counter: None }
[2026-09-01T09:55:42.798Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480957157904, address: 18.130.228.25:19080, final_counter: None }
[2026-09-01T09:55:42.798Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480957158904, address: 18.130.228.25:19081, final_counter: None }
[2026-09-01T09:55:42.798Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480957159904, address: 18.130.228.25:19082, final_counter: None }
[2026-09-01T09:55:42.798Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480957160904, address: 18.130.228.25:19083, final_counter: None }
[2026-09-01T09:55:42.798Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825480957161904, address: 18.130.228.25:19084, final_counter: None }
[2026-09-01T09:55:42.798Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825481046239404, address: 13.38.41.188:19080, final_counter: None }
[2026-09-01T09:55:42.798Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825481046240404, address: 13.38.41.188:19081, final_counter: None }
[2026-09-01T09:55:42.798Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825481046241404, address: 13.38.41.188:19082, final_counter: None }
[2026-09-01T09:55:42.798Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825481046242404, address: 13.38.41.188:19083, final_counter: None }
[2026-09-01T09:55:42.798Z INFO  gresse::network] replica 178825480714267205 discovered network member NetworkMember { pid: 178825481046243404, address: 13.38.41.188:19084, final_counter: None }
[2026-09-01T09:55:42.798Z INFO  gresse::network] replica 178825480714267205 registered bidirectional network channel for replica 178825480714263205
[2026-09-01T09:55:42.798Z INFO  gresse::replica] replica 178825480714267205 established peer replication connection with replica 178825480714263205
[2026-09-01T09:55:42.798Z INFO  gresse::network] replica 178825480714267205 registered bidirectional network channel for replica 178825481046239404
[2026-09-01T09:55:42.798Z INFO  gresse::replica] replica 178825480714267205 established peer replication connection with replica 178825481046239404
[2026-09-01T09:55:42.798Z INFO  gresse::network] replica 178825480714267205 registered bidirectional network channel for replica 178825480957159904
[2026-09-01T09:55:42.798Z INFO  gresse::replica] replica 178825480714267205 established peer replication connection with replica 178825480957159904
[2026-09-01T09:55:42.798Z INFO  gresse::network] replica 178825480714267205 registered bidirectional network channel for replica 178825481046242404
[2026-09-01T09:55:42.798Z INFO  gresse::replica] replica 178825480714267205 established peer replication connection with replica 178825481046242404
[2026-09-01T09:55:42.799Z INFO  gresse::network] replica 178825480714267205 registered bidirectional network channel for replica 178825480714266205
[2026-09-01T09:55:42.799Z INFO  gresse::replica] replica 178825480714267205 established peer replication connection with replica 178825480714266205
[2026-09-01T09:55:42.799Z INFO  gresse::network] replica 178825480714267205 registered bidirectional network channel for replica 178825480714264205
[2026-09-01T09:55:42.799Z INFO  gresse::replica] replica 178825480714267205 established peer replication connection with replica 178825480714264205
[2026-09-01T09:55:42.799Z INFO  gresse::network] replica 178825480714267205 registered bidirectional network channel for replica 178825480714265205
[2026-09-01T09:55:42.799Z INFO  gresse::replica] replica 178825480714267205 established peer replication connection with replica 178825480714265205
[2026-09-01T09:55:42.822Z WARN  gresse::network] replica 178825480714267205 peer connection attempt failed: could not connect to 3.68.220.182:19082: Connection refused (os error 111)
[2026-09-01T09:55:42.822Z WARN  gresse::network] replica 178825480714267205 peer connection attempt failed: could not connect to 3.68.220.182:19081: Connection refused (os error 111)
[2026-09-01T09:55:42.822Z WARN  gresse::network] replica 178825480714267205 peer connection attempt failed: could not connect to 3.68.220.182:19083: Connection refused (os error 111)
[2026-09-01T09:55:42.845Z INFO  gresse::network] replica 178825480714267205 registered bidirectional network channel for replica 178825480759183604
[2026-09-01T09:55:42.845Z INFO  gresse::network] replica 178825480714267205 registered bidirectional network channel for replica 178825480759179605
[2026-09-01T09:55:42.854Z INFO  gresse::network] replica 178825480714267205 registered bidirectional network channel for replica 178825480957157904
[2026-09-01T09:55:42.854Z INFO  gresse::network] replica 178825480714267205 registered bidirectional network channel for replica 178825480957158904
[2026-09-01T09:55:42.854Z INFO  gresse::network] replica 178825480714267205 registered bidirectional network channel for replica 178825480957160904
