[2026-09-02T14:45:35.281Z INFO  gresse::http_server] running CRDT HTTP server
[2026-09-02T14:45:35.282Z INFO  gresse::http_server] listening for HTTP on 0.0.0.0:18081
[2026-09-02T14:45:35.308Z INFO  gresse::replica] replica 178835836297160905 initiating runtime at bind_http=0.0.0.0:18081 bind_internal=0.0.0.0:19081 advertised_internal=18.169.194.24:19081
[2026-09-02T14:45:35.420Z INFO  gresse::object_storage] object storage connection established: backend=s3, bucket=gresse-geo-035351467464-20260902122609-1c973c, region=eu-north-1, endpoint=AWS default endpoint resolution, first_operation=put-create, object_path=acm-sec-geo-churn-20260902T141220Z-2ff0c4b6/membership/178835836297160905,18.169.194.24:19081,0
[2026-09-02T14:45:36.450Z INFO  gresse::replica] replica 178835836297160905 discovered 167 membership descriptors during init
[2026-09-02T14:45:36.450Z INFO  gresse::replica] replica 178835836297160905 startup completed
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836089857604, address: 13.48.31.196:19080, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836089858603, address: 13.48.31.196:19081, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836089859602, address: 13.48.31.196:19082, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836089860605, address: 13.48.31.196:19083, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 registered bidirectional network channel for replica 178835836089858603
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836089861605, address: 13.48.31.196:19084, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836128988905, address: 3.71.184.22:19080, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836128989904, address: 3.71.184.22:19081, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836128990903, address: 3.71.184.22:19082, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836128991902, address: 3.71.184.22:19083, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836128992905, address: 3.71.184.22:19084, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836195159505, address: 63.33.67.241:19080, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 registered bidirectional network channel for replica 178835836374678601
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836195160505, address: 63.33.67.241:19081, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836195161504, address: 63.33.67.241:19082, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836195162503, address: 63.33.67.241:19083, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836195163502, address: 63.33.67.241:19084, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836297159905, address: 18.169.194.24:19080, final_counter: None }
[2026-09-02T14:45:36.450Z INFO  gresse::network] replica 178835836297160905 discovered network member NetworkMember { pid: 178835836297162904, address: 18.169.194.24:19083, final_counter: None }
